"ensemble" "accuNCV" "last"
"1-2" NA NA
"1-2" 0.777285024154589 1
"1-2-3" 0.77375845410628 0
"1-2-4" 0.778826086956522 1
"1-2-4-5" 0.776391304347826 0
"1-2-4-6" 0.775294685990338 0
"1-2-4-7" 0.77819806763285 0
"1-2-4-8" 0.775502415458937 0
"1-2-4-9" 0.775526570048309 0
"1-2-4-10" 0.778628019323671 0
