"n.trees" "interaction.depth" "shrinkage" "acc"
2400 3 0.001 0.793574879227053
1800 4 0.001 0.791449275362319
3000 4 0.001 0.780338164251208
300 3 0.01 0.762850241545894
3000 3 0.001 0.778550724637681
1800 6 0.001 0.769371980676329
1500 5 0.01 0.775845410628019
2100 1 0.001 0.795845410628019
300 6 0.01 0.777777777777778
3000 4 0.001 0.762657004830918
