"n.trees" "interaction.depth" "shrinkage" "acc"
1500 3 0.01 0.793623188405797
2100 6 0.001 0.791449275362319
300 5 0.01 0.771545893719807
2700 4 0.001 0.76280193236715
900 5 0.001 0.774057971014493
1200 4 0.001 0.769371980676329
900 5 0.01 0.762608695652174
1800 1 0.001 0.793671497584541
600 2 0.01 0.777777777777778
2400 6 0.01 0.775942028985507
