"semimetric" "accuNCV"
NA NA
"xflips" 0.54801948051948
"yflips" 0.59525974025974
"tot.dist" 0.522694805194805
"hovers" 0.604415584415584
"hovers.time" 0.582694805194805
"RT" 0.633474025974026
"vel" 0.506363636363636
"acc" 0.522792207792208
"ini.time" 0.537012987012987
"length" 0.62788961038961
"flips-bivariate" 0.59525974025974
