"n.trees" "interaction.depth" "shrinkage" "acc"
1800 1 0.01 0.699755102040816
2400 1 0.01 0.717918367346939
300 7 0.01 0.687714285714286
600 7 0.01 0.68730612244898
1800 2 0.01 0.739959183673469
2400 1 0.01 0.711428571428571
1200 2 0.01 0.717632653061224
2100 1 0.01 0.690857142857143
900 1 0.01 0.691836734693878
900 2 0.01 0.675714285714286
