"n.trees" "interaction.depth" "shrinkage" "acc"
1500 3 0.001 0.691632653061224
2100 1 0.01 0.701877551020408
900 4 0.01 0.689673469387755
1800 4 0.01 0.675224489795918
900 3 0.01 0.717755102040816
300 3 0.01 0.705673469387755
600 7 0.01 0.685510204081633
1200 2 0.01 0.686938775510204
2100 3 0.001 0.671714285714286
900 2 0.01 0.671591836734694
