"n.trees" "interaction.depth" "shrinkage" "acc"
3000 5 0.001 0.701755102040816
1800 1 0.01 0.697918367346939
1500 4 0.01 0.689673469387755
1800 3 0.01 0.67130612244898
3000 6 0.001 0.727959183673469
3000 1 0.01 0.703428571428571
600 7 0.01 0.693551020408163
600 2 0.01 0.682938775510204
300 3 0.01 0.675714285714286
1200 1 0.01 0.67534693877551
