"n.trees" "interaction.depth" "shrinkage" "acc"
900 3 0.001 0.689673469387755
300 7 0.01 0.679755102040816
600 3 0.01 0.683673469387755
600 3 0.01 0.665265306122449
300 7 0.01 0.703714285714286
3000 1 0.01 0.687387755102041
1200 4 0.001 0.671510204081633
1200 7 0.001 0.674897959183673
2400 4 0.001 0.669673469387755
300 5 0.01 0.669510204081633
