"n.trees" "interaction.depth" "shrinkage" "acc"
900 3 0.001 0.689673469387755
1200 1 0.01 0.679673469387755
600 1 0.01 0.685469387755102
1200 1 0.01 0.671183673469388
300 7 0.01 0.705714285714286
2700 1 0.01 0.683387755102041
2400 2 0.001 0.677551020408163
2100 5 0.001 0.676857142857143
1200 5 0.001 0.669510204081633
300 5 0.01 0.671551020408163
