"n.trees" "interaction.depth" "shrinkage" "acc"
900 3 0.001 0.689673469387755
1500 1 0.01 0.681755102040816
3000 7 0.001 0.691714285714286
300 6 0.01 0.677265306122449
300 7 0.01 0.703714285714286
3000 1 0.01 0.68734693877551
1200 4 0.001 0.671469387755102
3000 2 0.001 0.684938775510204
1200 6 0.001 0.673591836734694
300 6 0.01 0.671551020408163
