"n.trees" "interaction.depth" "shrinkage" "acc"
3000 7 0.001 0.701918367346939
2400 1 0.01 0.717836734693878
300 7 0.01 0.685673469387755
600 7 0.01 0.679387755102041
1200 5 0.01 0.745918367346939
1200 2 0.01 0.717755102040816
1200 7 0.01 0.715632653061224
2100 1 0.01 0.686857142857143
2100 6 0.001 0.689918367346939
600 2 0.01 0.677714285714286
