"semimetric" "accuNCV"
NA NA
"xflips" 0.48006734006734
"yflips" 0.485353535353535
"tot.dist" 0.496296296296296
"hovers" 0.47979797979798
"hovers.time" 0.54006734006734
"RT" 0.514680134680135
"vel" 0.551043771043771
"acc" 0.614848484848485
"ini.time" 0.48016835016835
"length" 0.512996632996633
"flips-bivariate" 0.505420875420875
