"ensemble" "accuNCV" "last"
"1-2" NA NA
"1-2" 0.776666666666667 1
"1-2-3" 0.776231884057971 0
"1-2-4" 0.774256038647343 0
"1-2-5" 0.772463768115942 0
"1-2-6" 0.775304347826087 0
"1-2-7" 0.773816425120773 0
"1-2-8" 0.775347826086957 0
"1-2-9" 0.772869565217391 0
"1-2-10" 0.769613526570048 0
