"n.trees" "interaction.depth" "shrinkage" "acc"
2700 1 0.01 0.760531400966184
3000 1 0.001 0.755990338164251
600 1 0.01 0.76487922705314
600 2 0.01 0.76951690821256
1200 3 0.01 0.771594202898551
1200 1 0.01 0.769323671497585
2100 5 0.001 0.767101449275362
1500 5 0.001 0.78487922705314
1500 2 0.01 0.777777777777778
1800 3 0.01 0.76512077294686
