"n.trees" "interaction.depth" "shrinkage" "acc"
2700 1 0.01 0.767246376811594
3000 1 0.01 0.753768115942029
2100 2 0.01 0.778309178743961
300 4 0.01 0.767342995169082
600 2 0.01 0.784975845410628
1200 1 0.01 0.769468599033816
2400 2 0.001 0.771594202898551
3000 2 0.001 0.784830917874396
600 3 0.01 0.771111111111111
1800 3 0.01 0.780434782608696
