"n.trees" "interaction.depth" "shrinkage" "acc"
1800 1 0.01 0.76048309178744
2100 3 0.001 0.749323671497585
600 1 0.01 0.762415458937198
600 4 0.01 0.764975845410628
3000 2 0.001 0.756183574879227
2100 2 0.001 0.747246376811594
1200 3 0.01 0.773768115942029
3000 3 0.001 0.78256038647343
600 2 0.001 0.775555555555556
1200 4 0.01 0.756231884057971
