"n.trees" "interaction.depth" "shrinkage" "acc"
900 4 0.01 0.756038647342995
300 3 0.01 0.755990338164251
600 1 0.01 0.769178743961353
2700 4 0.001 0.76280193236715
1500 1 0.01 0.760772946859903
900 1 0.01 0.764975845410628
900 2 0.001 0.771497584541063
1500 4 0.001 0.78487922705314
1200 3 0.01 0.78
1500 4 0.001 0.753768115942029
