"n.trees" "interaction.depth" "shrinkage" "acc"
1500 2 0.01 0.771739130434783
2700 1 0.001 0.751594202898551
2100 2 0.01 0.771642512077295
900 3 0.01 0.762753623188406
300 4 0.01 0.78512077294686
1200 1 0.01 0.758260869565217
600 3 0.01 0.771594202898551
3000 2 0.001 0.789275362318841
600 2 0.001 0.777777777777778
1800 3 0.01 0.782657004830918
