"n.trees" "interaction.depth" "shrinkage" "acc"
1800 2 0.01 0.760628019323671
3000 1 0.001 0.755990338164251
1200 2 0.01 0.756135265700483
1200 2 0.01 0.76280193236715
600 1 0.01 0.762946859903382
1200 1 0.01 0.767101449275362
2700 4 0.001 0.769323671497585
1500 5 0.001 0.782657004830918
900 3 0.01 0.78
300 5 0.001 0.762753623188406
