"ensemble" "accuNCV" "last"
"1-2" NA NA
"1-2" 0.758024154589372 1
"1-2-3" 0.756260869565217 0
"1-2-4" 0.758512077294686 1
"1-2-4-5" 0.757613526570048 0
"1-2-4-6" 0.762874396135266 1
"1-2-4-6-7" 0.765990338164251 1
"1-2-4-6-7-8" 0.766033816425121 1
"1-2-4-6-7-8-9" 0.768671497584541 1
"1-2-4-6-7-8-9-10" 0.77224154589372 1
"1-2-4-6-7-8-9-10-11" 0.772908212560386 1
"1-2-4-6-7-8-9-10-11-12" 0.772913043478261 1
"1-2-4-6-7-8-9-10-11-12-13" 0.772256038647343 0
