"n.trees" "interaction.depth" "shrinkage" "acc"
1200 1 0.01 0.745072463768116
300 5 0.01 0.751594202898551
1800 1 0.01 0.749468599033816
3000 3 0.001 0.751787439613527
1500 1 0.01 0.760724637681159
300 5 0.01 0.749371980676328
900 2 0.01 0.776086956521739
2100 4 0.001 0.782705314009662
600 4 0.001 0.773333333333333
1200 2 0.01 0.744975845410628
