"n.trees" "interaction.depth" "shrinkage" "acc"
600 5 0.01 0.76512077294686
300 5 0.01 0.753816425120773
1200 5 0.01 0.773864734299517
600 2 0.01 0.771642512077295
2700 5 0.001 0.782850241545894
900 1 0.01 0.773864734299517
2700 2 0.001 0.775990338164251
1500 1 0.01 0.789275362318841
1500 2 0.01 0.777777777777778
2100 3 0.01 0.764927536231884
