"n.trees" "interaction.depth" "shrinkage" "acc"
1500 1 0.01 0.695673469387755
2400 1 0.01 0.693795918367347
1500 5 0.001 0.703918367346939
900 5 0.001 0.677387755102041
600 2 0.01 0.709959183673469
2100 1 0.01 0.693265306122449
900 3 0.001 0.673510204081633
3000 4 0.001 0.687061224489796
2400 6 0.001 0.705918367346939
900 3 0.01 0.683551020408163
