"ensemble" "accuNCV" "last"
"1-2" NA NA
"1-2" 0.751613526570048 1
"1-2-3" 0.750323671497584 0
"1-2-4" 0.754062801932367 1
"1-2-4-5" 0.756487922705314 1
"1-2-4-5-6" 0.762028985507246 1
"1-2-4-5-6-7" 0.767787439613527 1
"1-2-4-5-6-7-8" 0.767149758454106 0
"1-2-4-5-6-7-9" 0.772009661835749 1
"1-2-4-5-6-7-9-10" 0.778009661835749 1
"1-2-4-5-6-7-9-10-11" 0.773328502415459 0
"1-2-4-5-6-7-9-10-12" 0.776690821256039 0
"1-2-4-5-6-7-9-10-13" 0.773821256038647 0
