"n.trees" "interaction.depth" "shrinkage" "acc"
3000 1 0.001 0.67930612244898
2100 1 0.01 0.665510204081633
1500 1 0.001 0.650979591836735
300 3 0.001 0.644897959183673
900 2 0.001 0.66134693877551
300 1 0.01 0.671510204081633
3000 1 0.001 0.665836734693878
2100 1 0.001 0.681551020408163
1500 1 0.01 0.673265306122449
3000 1 0.001 0.661265306122449
