"n.trees" "interaction.depth" "shrinkage" "acc"
900 1 0.01 0.659183673469388
3000 1 0.001 0.671551020408163
300 2 0.01 0.667020408163265
900 1 0.01 0.663183673469388
600 1 0.01 0.649469387755102
1800 2 0.001 0.677673469387755
1200 3 0.001 0.677918367346939
1800 1 0.001 0.675591836734694
2700 4 0.01 0.689632653061224
300 3 0.01 0.681632653061224
