"n.trees" "interaction.depth" "shrinkage" "acc"
900 2 0.001 0.646938775510204
1200 4 0.01 0.637020408163265
300 1 0.001 0.596244897959184
1800 1 0.01 0.600081632653061
2700 1 0.01 0.61334693877551
900 1 0.01 0.642938775510204
300 2 0.001 0.651265306122449
2700 2 0.001 0.602571428571429
2700 3 0.001 0.620448979591837
300 2 0.01 0.620897959183673
