"semimetric" "accuNCV"
NA NA
"xflips" 0.474680134680135
"yflips" 0.454478114478114
"tot.dist" 0.490942760942761
"hovers" 0.52010101010101
"hovers.time" 0.538417508417508
"RT" 0.487373737373737
"vel" 0.556632996632997
"acc" 0.616801346801347
"ini.time" 0.493030303030303
"length" 0.54969696969697
"flips-bivariate" 0.50003367003367
