"n.trees" "interaction.depth" "shrinkage" "acc"
2400 5 0.01 0.762657004830918
300 5 0.01 0.753864734299517
1500 5 0.01 0.773574879227053
3000 4 0.001 0.758405797101449
600 4 0.01 0.774202898550725
1800 5 0.001 0.771594202898551
300 4 0.01 0.767053140096618
1800 4 0.001 0.791594202898551
900 2 0.001 0.777777777777778
2700 5 0.001 0.76487922705314
