"n.trees" "interaction.depth" "shrinkage" "acc"
1200 5 0.01 0.758164251207729
3000 5 0.001 0.751594202898551
2400 3 0.01 0.753671497584541
2700 5 0.001 0.76512077294686
300 3 0.01 0.754057971014493
300 5 0.01 0.767053140096618
2100 4 0.001 0.775942028985507
1800 5 0.001 0.778260869565217
600 5 0.001 0.782222222222222
2700 4 0.001 0.76487922705314
