"n.trees" "interaction.depth" "shrinkage" "acc"
1800 5 0.01 0.764782608695652
900 1 0.01 0.751594202898551
900 2 0.01 0.758115942028985
3000 4 0.001 0.758454106280193
300 5 0.01 0.762995169082126
2100 5 0.001 0.775942028985507
1800 3 0.01 0.782512077294686
2400 3 0.001 0.78048309178744
900 2 0.01 0.78
300 5 0.01 0.762657004830918
