"n.trees" "interaction.depth" "shrinkage" "acc"
1800 4 0.01 0.76048309178744
300 5 0.01 0.755893719806763
600 3 0.01 0.771400966183575
600 4 0.01 0.762850241545894
600 4 0.01 0.758695652173913
2100 5 0.001 0.773719806763285
2400 5 0.001 0.784830917874396
2400 3 0.001 0.782705314009662
900 2 0.01 0.78
600 5 0.01 0.762657004830918
