"n.trees" "interaction.depth" "shrinkage" "acc"
1200 5 0.01 0.762657004830918
900 3 0.01 0.751497584541063
1500 2 0.01 0.751545893719807
3000 5 0.001 0.758357487922705
600 4 0.01 0.756280193236715
2700 5 0.01 0.762753623188406
600 5 0.01 0.773768115942029
3000 2 0.001 0.782657004830918
600 4 0.001 0.784444444444444
600 3 0.01 0.760434782608696
