"n.trees" "interaction.depth" "shrinkage" "acc"
1500 5 0.01 0.762608695652174
300 4 0.01 0.753816425120773
600 5 0.01 0.769130434782609
3000 4 0.001 0.769468599033816
2700 2 0.01 0.771980676328502
2100 5 0.001 0.771545893719807
300 5 0.01 0.769275362318841
300 3 0.01 0.795990338164251
900 2 0.001 0.78
2700 5 0.001 0.769323671497585
