"semimetric" "accuNCV"
NA NA
"xflips" 0.505058823529412
"yflips" 0.497058823529412
"tot.dist" 0.509019607843137
"hovers" 0.552823529411765
"hovers.time" 0.524862745098039
"RT" 0.451058823529412
"vel" 0.519058823529412
"acc" 0.532980392156863
"ini.time" 0.583019607843137
"length" 0.526901960784314
"flips-bivariate" 0.530980392156863
