"ensemble" "accuNCV" "last"
"1-2" NA NA
"1-2" 0.625828571428571 1
"1-2-3" 0.656330612244898 1
"1-2-3-4" 0.65610612244898 0
"1-2-3-5" 0.656661224489796 1
"1-2-3-5-6" 0.661510204081633 1
"1-2-3-5-6-7" 0.668857142857143 1
"1-2-3-5-6-7-8" 0.671869387755102 1
"1-2-3-5-6-7-8-9" 0.672518367346939 1
"1-2-3-5-6-7-8-9-10" 0.671322448979592 0
"1-2-3-5-6-7-8-9-11" 0.675775510204082 1
