"n.trees" "interaction.depth" "shrinkage" "acc"
1800 2 0.001 0.663224489795918
600 1 0.01 0.671510204081633
1500 1 0.01 0.654897959183673
2100 1 0.01 0.646979591836735
1800 1 0.01 0.645918367346939
2400 3 0.001 0.663265306122449
600 1 0.01 0.661795918367347
3000 2 0.001 0.677591836734694
300 1 0.01 0.626775510204082
300 2 0.01 0.649102040816326
