"n.trees" "interaction.depth" "shrinkage" "acc"
1200 1 0.01 0.685428571428571
900 1 0.01 0.681632653061224
1500 1 0.01 0.672897959183673
2100 1 0.01 0.646897959183673
3000 2 0.001 0.657755102040816
600 5 0.01 0.683632653061224
600 1 0.01 0.671959183673469
1800 1 0.01 0.699755102040816
2100 1 0.001 0.65330612244898
3000 5 0.001 0.665428571428571
