"n.trees" "interaction.depth" "shrinkage" "acc"
600 1 0.01 0.673102040816327
2700 2 0.001 0.663265306122449
600 4 0.001 0.663061224489796
600 1 0.01 0.660979591836735
3000 2 0.001 0.649795918367347
600 2 0.01 0.66330612244898
600 1 0.01 0.674122448979592
1200 4 0.001 0.68134693877551
2700 4 0.001 0.61869387755102
600 2 0.01 0.667428571428571
