"n.trees" "interaction.depth" "shrinkage" "acc"
2100 1 0.01 0.683387755102041
3000 2 0.01 0.679755102040816
1800 3 0.001 0.675020408163265
2400 1 0.01 0.658938775510204
1800 1 0.01 0.651551020408163
300 3 0.01 0.685918367346939
600 1 0.01 0.673959183673469
1200 1 0.01 0.695795918367347
900 4 0.01 0.65334693877551
2700 5 0.001 0.667510204081633
