"n.trees" "interaction.depth" "shrinkage" "acc"
2100 1 0.01 0.677265306122449
2100 1 0.01 0.671673469387755
600 2 0.01 0.677102040816327
2400 1 0.01 0.654897959183673
1500 1 0.01 0.645551020408163
300 4 0.01 0.683836734693878
600 1 0.01 0.674
900 1 0.01 0.699714285714286
1800 4 0.01 0.661714285714286
2100 5 0.001 0.667469387755102
