"n.trees" "interaction.depth" "shrinkage" "acc"
900 1 0.01 0.659061224489796
1500 3 0.001 0.675387755102041
300 3 0.001 0.642571428571429
1800 1 0.01 0.655142857142857
1800 1 0.01 0.652081632653061
900 5 0.001 0.661469387755102
2400 1 0.001 0.670163265306122
3000 2 0.001 0.681510204081633
300 1 0.01 0.62869387755102
2700 2 0.01 0.637224489795918
