"n.trees" "interaction.depth" "shrinkage" "acc"
1500 4 0.01 0.641265306122449
2700 1 0.01 0.635061224489796
300 4 0.01 0.673469387755102
2700 4 0.001 0.630979591836735
3000 4 0.001 0.663142857142857
1200 6 0.01 0.627102040816326
2700 1 0.01 0.633387755102041
1200 1 0.01 0.693224489795918
1200 3 0.001 0.665673469387755
900 2 0.01 0.685102040816327
