"n.trees" "interaction.depth" "shrinkage" "acc"
2100 6 0.001 0.693877551020408
1500 1 0.01 0.673755102040816
1800 2 0.01 0.699428571428571
600 2 0.01 0.67534693877551
3000 1 0.01 0.681591836734694
600 4 0.01 0.68130612244898
900 1 0.01 0.671632653061224
3000 1 0.01 0.694734693877551
2100 5 0.001 0.720081632653061
3000 2 0.01 0.693387755102041
