"n.trees" "interaction.depth" "shrinkage" "acc"
600 1 0.01 0.731918367346939
1500 4 0.001 0.685469387755102
1500 2 0.01 0.705591836734694
2400 1 0.01 0.683714285714286
2100 1 0.01 0.675591836734694
1500 3 0.001 0.665061224489796
900 2 0.01 0.671428571428571
1800 1 0.01 0.723102040816327
1200 3 0.01 0.710204081632653
600 5 0.01 0.727755102040816
