"n.trees" "interaction.depth" "shrinkage" "acc"
2400 6 0.001 0.726040816326531
2700 1 0.01 0.68534693877551
900 1 0.01 0.699591836734694
2400 1 0.01 0.683795918367347
900 1 0.01 0.693673469387755
1200 6 0.01 0.689714285714286
1200 2 0.01 0.685551020408163
1200 6 0.01 0.733224489795918
2700 1 0.01 0.721959183673469
900 2 0.01 0.729632653061224
