"n.trees" "interaction.depth" "shrinkage" "acc"
1200 2 0.01 0.697755102040816
2100 1 0.01 0.687632653061224
1500 1 0.01 0.671183673469388
1800 5 0.001 0.652857142857143
600 5 0.01 0.675795918367347
1500 5 0.01 0.690081632653061
900 4 0.001 0.686326530612245
2700 6 0.001 0.695755102040816
1500 3 0.01 0.66530612244898
900 6 0.01 0.681591836734694
