"n.trees" "interaction.depth" "shrinkage" "acc"
900 6 0.01 0.691551020408163
2100 1 0.01 0.691673469387755
2700 2 0.01 0.673224489795918
1800 5 0.01 0.654938775510204
600 5 0.01 0.673836734693878
1800 4 0.01 0.688040816326531
1500 3 0.001 0.682326530612245
600 1 0.01 0.691673469387755
1800 2 0.01 0.675428571428571
2400 6 0.001 0.691632653061224
