"n.trees" "interaction.depth" "shrinkage" "acc"
1800 4 0.001 0.780386473429952
2700 2 0.001 0.787101449275362
2400 3 0.001 0.769275362318841
300 3 0.01 0.747246376811594
1500 2 0.001 0.769613526570048
300 4 0.01 0.778212560386473
1500 5 0.001 0.749420289855072
2100 5 0.001 0.789178743961353
300 1 0.01 0.764444444444444
3000 4 0.001 0.751690821256039
