"n.trees" "interaction.depth" "shrinkage" "acc"
300 5 0.01 0.789323671497585
600 3 0.001 0.78487922705314
2100 1 0.01 0.778067632850241
2400 5 0.001 0.760579710144928
1500 2 0.001 0.769613526570048
1800 2 0.01 0.776135265700483
300 1 0.01 0.753768115942029
2700 1 0.001 0.791449275362319
900 3 0.01 0.777777777777778
900 1 0.01 0.755942028985507
