"n.trees" "interaction.depth" "shrinkage" "acc"
600 4 0.001 0.771642512077295
2400 5 0.001 0.782657004830918
600 3 0.01 0.773864734299517
900 3 0.01 0.740628019323672
2400 1 0.001 0.76743961352657
2700 1 0.001 0.760531400966184
2700 1 0.001 0.753768115942029
1200 3 0.01 0.789323671497585
1200 1 0.01 0.768888888888889
600 4 0.01 0.756183574879227
