"semimetric" "accuNCV"
NA NA
"xflips" 0.513019607843137
"yflips" 0.525058823529412
"tot.dist" 0.538901960784314
"hovers" 0.570823529411765
"hovers.time" 0.566823529411765
"RT" 0.502941176470588
"vel" 0.465019607843137
"acc" 0.530980392156863
"ini.time" 0.578901960784314
"length" 0.552862745098039
"flips-bivariate" 0.514901960784314
