"semimetric" "accuNCV"
NA NA
"xflips" 0.53711038961039
"yflips" 0.584318181818182
"tot.dist" 0.539025974025974
"hovers" 0.586266233766234
"hovers.time" 0.569935064935065
"RT" 0.613538961038961
"vel" 0.508214285714286
"acc" 0.491948051948052
"ini.time" 0.50987012987013
"length" 0.600811688311688
"flips-bivariate" 0.553441558441558
