"n.trees" "interaction.depth" "shrinkage" "acc"
1200 1 0.01 0.66734693877551
1200 2 0.001 0.671469387755102
300 3 0.01 0.654938775510204
300 3 0.001 0.656775510204082
3000 3 0.001 0.669795918367347
1200 1 0.001 0.655265306122449
300 5 0.01 0.665918367346939
600 2 0.001 0.683755102040816
300 5 0.01 0.679265306122449
900 5 0.001 0.655061224489796
