"n.trees" "interaction.depth" "shrinkage" "acc"
1200 5 0.001 0.701755102040816
3000 1 0.01 0.715877551020408
300 2 0.01 0.697673469387755
1200 1 0.01 0.685142857142857
2400 2 0.01 0.711714285714286
3000 3 0.01 0.693714285714286
900 1 0.01 0.711877551020408
2100 5 0.001 0.713183673469388
2400 4 0.01 0.689755102040816
1200 6 0.001 0.691387755102041
