"n.trees" "interaction.depth" "shrinkage" "acc"
1800 5 0.001 0.701714285714286
2100 2 0.001 0.689591836734694
1500 1 0.01 0.689387755102041
3000 2 0.001 0.669428571428571
3000 2 0.01 0.685551020408163
1500 7 0.001 0.679510204081633
1200 1 0.01 0.699836734693878
3000 7 0.001 0.731265306122449
2400 1 0.001 0.667510204081633
600 2 0.001 0.68534693877551
