"n.trees" "interaction.depth" "shrinkage" "acc"
900 3 0.001 0.701836734693878
2400 2 0.001 0.691714285714286
900 4 0.01 0.701673469387755
2400 1 0.01 0.685265306122449
900 2 0.01 0.687551020408163
1800 1 0.01 0.695510204081633
2400 1 0.01 0.693714285714286
2100 7 0.001 0.711061224489796
3000 6 0.001 0.685755102040816
600 4 0.01 0.695469387755102
