"n.trees" "interaction.depth" "shrinkage" "acc"
1500 6 0.001 0.705959183673469
300 1 0.01 0.679387755102041
3000 7 0.001 0.705551020408163
1200 4 0.001 0.665102040816327
900 1 0.01 0.683428571428571
2100 2 0.01 0.67930612244898
900 1 0.01 0.683795918367347
2100 2 0.01 0.708979591836735
2100 2 0.001 0.681510204081633
600 1 0.01 0.689428571428572
