"n.trees" "interaction.depth" "shrinkage" "acc"
900 7 0.001 0.691714285714286
3000 1 0.01 0.711755102040816
300 6 0.01 0.703632653061224
1500 1 0.01 0.677020408163265
1500 2 0.01 0.727755102040816
2700 6 0.01 0.703755102040816
2700 1 0.01 0.707836734693878
2700 2 0.001 0.713183673469388
1500 5 0.01 0.689918367346939
300 3 0.01 0.69334693877551
