"n.trees" "interaction.depth" "shrinkage" "acc"
1500 3 0.001 0.703795918367347
600 1 0.01 0.697714285714286
2100 7 0.001 0.699714285714286
1500 1 0.01 0.683142857142857
3000 3 0.01 0.709591836734694
1200 4 0.01 0.691714285714286
900 1 0.01 0.699877551020408
900 3 0.01 0.709061224489796
900 7 0.01 0.679755102040816
300 5 0.01 0.695387755102041
